id,icon_key,category,product_name,relative_path,tags
395,dairy-paneer-0395,dairy,DailyChoice Paneer Premium,/product-icons/generated/dairy-paneer-0395.webp,"dairy,paneer,premium,dailychoice"
396,dairy-paneer-0396,dairy,DailyChoice Paneer Value,/product-icons/generated/dairy-paneer-0396.webp,"dairy,paneer,value,dailychoice"
397,dairy-paneer-0397,dairy,QuickMart Paneer 100 g,/product-icons/generated/dairy-paneer-0397.webp,"dairy,paneer,100-g,quickmart"
398,dairy-paneer-0398,dairy,QuickMart Paneer 200 g,/product-icons/generated/dairy-paneer-0398.webp,"dairy,paneer,200-g,quickmart"
399,dairy-paneer-0399,dairy,QuickMart Paneer 250 g,/product-icons/generated/dairy-paneer-0399.webp,"dairy,paneer,250-g,quickmart"
400,dairy-paneer-0400,dairy,QuickMart Paneer 500 g,/product-icons/generated/dairy-paneer-0400.webp,"dairy,paneer,500-g,quickmart"
401,dairy-paneer-0401,dairy,QuickMart Paneer 1 kg,/product-icons/generated/dairy-paneer-0401.webp,"dairy,paneer,1-kg,quickmart"
402,dairy-paneer-0402,dairy,QuickMart Paneer 100 ml,/product-icons/generated/dairy-paneer-0402.webp,"dairy,paneer,100-ml,quickmart"
403,dairy-paneer-0403,dairy,QuickMart Paneer 200 ml,/product-icons/generated/dairy-paneer-0403.webp,"dairy,paneer,200-ml,quickmart"
404,dairy-paneer-0404,dairy,QuickMart Paneer 500 ml,/product-icons/generated/dairy-paneer-0404.webp,"dairy,paneer,500-ml,quickmart"
405,dairy-paneer-0405,dairy,QuickMart Paneer 1 L,/product-icons/generated/dairy-paneer-0405.webp,"dairy,paneer,1-l,quickmart"
406,dairy-paneer-0406,dairy,QuickMart Paneer 2 L,/product-icons/generated/dairy-paneer-0406.webp,"dairy,paneer,2-l,quickmart"
407,dairy-paneer-0407,dairy,QuickMart Paneer Pack of 2,/product-icons/generated/dairy-paneer-0407.webp,"dairy,paneer,pack-of-2,quickmart"
408,dairy-paneer-0408,dairy,QuickMart Paneer Pack of 4,/product-icons/generated/dairy-paneer-0408.webp,"dairy,paneer,pack-of-4,quickmart"
409,dairy-paneer-0409,dairy,QuickMart Paneer Pack of 6,/product-icons/generated/dairy-paneer-0409.webp,"dairy,paneer,pack-of-6,quickmart"
410,dairy-paneer-0410,dairy,QuickMart Paneer Family Pack,/product-icons/generated/dairy-paneer-0410.webp,"dairy,paneer,family-pack,quickmart"
411,dairy-paneer-0411,dairy,QuickMart Paneer Mini,/product-icons/generated/dairy-paneer-0411.webp,"dairy,paneer,mini,quickmart"
412,dairy-paneer-0412,dairy,QuickMart Paneer Regular,/product-icons/generated/dairy-paneer-0412.webp,"dairy,paneer,regular,quickmart"
413,dairy-paneer-0413,dairy,QuickMart Paneer Premium,/product-icons/generated/dairy-paneer-0413.webp,"dairy,paneer,premium,quickmart"
414,dairy-paneer-0414,dairy,QuickMart Paneer Value,/product-icons/generated/dairy-paneer-0414.webp,"dairy,paneer,value,quickmart"
415,dairy-paneer-0415,dairy,SmartBuy Paneer 100 g,/product-icons/generated/dairy-paneer-0415.webp,"dairy,paneer,100-g,smartbuy"
416,dairy-paneer-0416,dairy,SmartBuy Paneer 200 g,/product-icons/generated/dairy-paneer-0416.webp,"dairy,paneer,200-g,smartbuy"
417,dairy-paneer-0417,dairy,SmartBuy Paneer 250 g,/product-icons/generated/dairy-paneer-0417.webp,"dairy,paneer,250-g,smartbuy"
418,dairy-paneer-0418,dairy,SmartBuy Paneer 500 g,/product-icons/generated/dairy-paneer-0418.webp,"dairy,paneer,500-g,smartbuy"
419,dairy-paneer-0419,dairy,SmartBuy Paneer 1 kg,/product-icons/generated/dairy-paneer-0419.webp,"dairy,paneer,1-kg,smartbuy"
420,dairy-paneer-0420,dairy,SmartBuy Paneer 100 ml,/product-icons/generated/dairy-paneer-0420.webp,"dairy,paneer,100-ml,smartbuy"
421,dairy-paneer-0421,dairy,SmartBuy Paneer 200 ml,/product-icons/generated/dairy-paneer-0421.webp,"dairy,paneer,200-ml,smartbuy"
422,dairy-paneer-0422,dairy,SmartBuy Paneer 500 ml,/product-icons/generated/dairy-paneer-0422.webp,"dairy,paneer,500-ml,smartbuy"
423,dairy-paneer-0423,dairy,SmartBuy Paneer 1 L,/product-icons/generated/dairy-paneer-0423.webp,"dairy,paneer,1-l,smartbuy"
424,dairy-paneer-0424,dairy,SmartBuy Paneer 2 L,/product-icons/generated/dairy-paneer-0424.webp,"dairy,paneer,2-l,smartbuy"
425,dairy-paneer-0425,dairy,SmartBuy Paneer Pack of 2,/product-icons/generated/dairy-paneer-0425.webp,"dairy,paneer,pack-of-2,smartbuy"
426,dairy-paneer-0426,dairy,SmartBuy Paneer Pack of 4,/product-icons/generated/dairy-paneer-0426.webp,"dairy,paneer,pack-of-4,smartbuy"
427,dairy-paneer-0427,dairy,SmartBuy Paneer Pack of 6,/product-icons/generated/dairy-paneer-0427.webp,"dairy,paneer,pack-of-6,smartbuy"
428,dairy-paneer-0428,dairy,SmartBuy Paneer Family Pack,/product-icons/generated/dairy-paneer-0428.webp,"dairy,paneer,family-pack,smartbuy"
429,dairy-paneer-0429,dairy,SmartBuy Paneer Mini,/product-icons/generated/dairy-paneer-0429.webp,"dairy,paneer,mini,smartbuy"
430,dairy-paneer-0430,dairy,SmartBuy Paneer Regular,/product-icons/generated/dairy-paneer-0430.webp,"dairy,paneer,regular,smartbuy"
431,dairy-paneer-0431,dairy,SmartBuy Paneer Premium,/product-icons/generated/dairy-paneer-0431.webp,"dairy,paneer,premium,smartbuy"
432,dairy-paneer-0432,dairy,SmartBuy Paneer Value,/product-icons/generated/dairy-paneer-0432.webp,"dairy,paneer,value,smartbuy"
433,dairy-paneer-0433,dairy,HomeSelect Paneer 100 g,/product-icons/generated/dairy-paneer-0433.webp,"dairy,paneer,100-g,homeselect"
434,dairy-paneer-0434,dairy,HomeSelect Paneer 200 g,/product-icons/generated/dairy-paneer-0434.webp,"dairy,paneer,200-g,homeselect"
435,dairy-paneer-0435,dairy,HomeSelect Paneer 250 g,/product-icons/generated/dairy-paneer-0435.webp,"dairy,paneer,250-g,homeselect"
436,dairy-paneer-0436,dairy,HomeSelect Paneer 500 g,/product-icons/generated/dairy-paneer-0436.webp,"dairy,paneer,500-g,homeselect"
437,dairy-paneer-0437,dairy,HomeSelect Paneer 1 kg,/product-icons/generated/dairy-paneer-0437.webp,"dairy,paneer,1-kg,homeselect"
438,dairy-paneer-0438,dairy,HomeSelect Paneer 100 ml,/product-icons/generated/dairy-paneer-0438.webp,"dairy,paneer,100-ml,homeselect"
439,dairy-paneer-0439,dairy,HomeSelect Paneer 200 ml,/product-icons/generated/dairy-paneer-0439.webp,"dairy,paneer,200-ml,homeselect"
440,dairy-paneer-0440,dairy,HomeSelect Paneer 500 ml,/product-icons/generated/dairy-paneer-0440.webp,"dairy,paneer,500-ml,homeselect"
441,dairy-paneer-0441,dairy,HomeSelect Paneer 1 L,/product-icons/generated/dairy-paneer-0441.webp,"dairy,paneer,1-l,homeselect"
442,dairy-paneer-0442,dairy,HomeSelect Paneer 2 L,/product-icons/generated/dairy-paneer-0442.webp,"dairy,paneer,2-l,homeselect"
443,dairy-paneer-0443,dairy,HomeSelect Paneer Pack of 2,/product-icons/generated/dairy-paneer-0443.webp,"dairy,paneer,pack-of-2,homeselect"
444,dairy-paneer-0444,dairy,HomeSelect Paneer Pack of 4,/product-icons/generated/dairy-paneer-0444.webp,"dairy,paneer,pack-of-4,homeselect"
445,dairy-paneer-0445,dairy,HomeSelect Paneer Pack of 6,/product-icons/generated/dairy-paneer-0445.webp,"dairy,paneer,pack-of-6,homeselect"
446,dairy-paneer-0446,dairy,HomeSelect Paneer Family Pack,/product-icons/generated/dairy-paneer-0446.webp,"dairy,paneer,family-pack,homeselect"
447,dairy-paneer-0447,dairy,HomeSelect Paneer Mini,/product-icons/generated/dairy-paneer-0447.webp,"dairy,paneer,mini,homeselect"
448,dairy-paneer-0448,dairy,HomeSelect Paneer Regular,/product-icons/generated/dairy-paneer-0448.webp,"dairy,paneer,regular,homeselect"
449,dairy-paneer-0449,dairy,HomeSelect Paneer Premium,/product-icons/generated/dairy-paneer-0449.webp,"dairy,paneer,premium,homeselect"
450,dairy-paneer-0450,dairy,HomeSelect Paneer Value,/product-icons/generated/dairy-paneer-0450.webp,"dairy,paneer,value,homeselect"
451,dairy-paneer-0451,dairy,PrimeValue Paneer 100 g,/product-icons/generated/dairy-paneer-0451.webp,"dairy,paneer,100-g,primevalue"
452,dairy-paneer-0452,dairy,PrimeValue Paneer 200 g,/product-icons/generated/dairy-paneer-0452.webp,"dairy,paneer,200-g,primevalue"
453,dairy-paneer-0453,dairy,PrimeValue Paneer 250 g,/product-icons/generated/dairy-paneer-0453.webp,"dairy,paneer,250-g,primevalue"
454,dairy-paneer-0454,dairy,PrimeValue Paneer 500 g,/product-icons/generated/dairy-paneer-0454.webp,"dairy,paneer,500-g,primevalue"
455,dairy-paneer-0455,dairy,PrimeValue Paneer 1 kg,/product-icons/generated/dairy-paneer-0455.webp,"dairy,paneer,1-kg,primevalue"
456,dairy-paneer-0456,dairy,PrimeValue Paneer 100 ml,/product-icons/generated/dairy-paneer-0456.webp,"dairy,paneer,100-ml,primevalue"
457,dairy-paneer-0457,dairy,PrimeValue Paneer 200 ml,/product-icons/generated/dairy-paneer-0457.webp,"dairy,paneer,200-ml,primevalue"
458,dairy-paneer-0458,dairy,PrimeValue Paneer 500 ml,/product-icons/generated/dairy-paneer-0458.webp,"dairy,paneer,500-ml,primevalue"
459,dairy-paneer-0459,dairy,PrimeValue Paneer 1 L,/product-icons/generated/dairy-paneer-0459.webp,"dairy,paneer,1-l,primevalue"
460,dairy-paneer-0460,dairy,PrimeValue Paneer 2 L,/product-icons/generated/dairy-paneer-0460.webp,"dairy,paneer,2-l,primevalue"
461,dairy-paneer-0461,dairy,PrimeValue Paneer Pack of 2,/product-icons/generated/dairy-paneer-0461.webp,"dairy,paneer,pack-of-2,primevalue"
462,dairy-paneer-0462,dairy,PrimeValue Paneer Pack of 4,/product-icons/generated/dairy-paneer-0462.webp,"dairy,paneer,pack-of-4,primevalue"
463,dairy-paneer-0463,dairy,PrimeValue Paneer Pack of 6,/product-icons/generated/dairy-paneer-0463.webp,"dairy,paneer,pack-of-6,primevalue"
464,dairy-paneer-0464,dairy,PrimeValue Paneer Family Pack,/product-icons/generated/dairy-paneer-0464.webp,"dairy,paneer,family-pack,primevalue"
465,dairy-paneer-0465,dairy,PrimeValue Paneer Mini,/product-icons/generated/dairy-paneer-0465.webp,"dairy,paneer,mini,primevalue"
466,dairy-paneer-0466,dairy,PrimeValue Paneer Regular,/product-icons/generated/dairy-paneer-0466.webp,"dairy,paneer,regular,primevalue"
467,dairy-paneer-0467,dairy,PrimeValue Paneer Premium,/product-icons/generated/dairy-paneer-0467.webp,"dairy,paneer,premium,primevalue"
468,dairy-paneer-0468,dairy,PrimeValue Paneer Value,/product-icons/generated/dairy-paneer-0468.webp,"dairy,paneer,value,primevalue"
469,dairy-paneer-0469,dairy,StoreBest Paneer 100 g,/product-icons/generated/dairy-paneer-0469.webp,"dairy,paneer,100-g,storebest"
470,dairy-paneer-0470,dairy,StoreBest Paneer 200 g,/product-icons/generated/dairy-paneer-0470.webp,"dairy,paneer,200-g,storebest"
471,dairy-paneer-0471,dairy,StoreBest Paneer 250 g,/product-icons/generated/dairy-paneer-0471.webp,"dairy,paneer,250-g,storebest"
472,dairy-paneer-0472,dairy,StoreBest Paneer 500 g,/product-icons/generated/dairy-paneer-0472.webp,"dairy,paneer,500-g,storebest"
473,dairy-paneer-0473,dairy,StoreBest Paneer 1 kg,/product-icons/generated/dairy-paneer-0473.webp,"dairy,paneer,1-kg,storebest"
474,dairy-paneer-0474,dairy,StoreBest Paneer 100 ml,/product-icons/generated/dairy-paneer-0474.webp,"dairy,paneer,100-ml,storebest"
475,dairy-paneer-0475,dairy,StoreBest Paneer 200 ml,/product-icons/generated/dairy-paneer-0475.webp,"dairy,paneer,200-ml,storebest"
476,dairy-paneer-0476,dairy,StoreBest Paneer 500 ml,/product-icons/generated/dairy-paneer-0476.webp,"dairy,paneer,500-ml,storebest"
477,dairy-paneer-0477,dairy,StoreBest Paneer 1 L,/product-icons/generated/dairy-paneer-0477.webp,"dairy,paneer,1-l,storebest"
478,dairy-paneer-0478,dairy,StoreBest Paneer 2 L,/product-icons/generated/dairy-paneer-0478.webp,"dairy,paneer,2-l,storebest"
479,dairy-paneer-0479,dairy,StoreBest Paneer Pack of 2,/product-icons/generated/dairy-paneer-0479.webp,"dairy,paneer,pack-of-2,storebest"
480,dairy-paneer-0480,dairy,StoreBest Paneer Pack of 4,/product-icons/generated/dairy-paneer-0480.webp,"dairy,paneer,pack-of-4,storebest"
481,dairy-paneer-0481,dairy,StoreBest Paneer Pack of 6,/product-icons/generated/dairy-paneer-0481.webp,"dairy,paneer,pack-of-6,storebest"
482,dairy-paneer-0482,dairy,StoreBest Paneer Family Pack,/product-icons/generated/dairy-paneer-0482.webp,"dairy,paneer,family-pack,storebest"
483,dairy-paneer-0483,dairy,StoreBest Paneer Mini,/product-icons/generated/dairy-paneer-0483.webp,"dairy,paneer,mini,storebest"
484,dairy-paneer-0484,dairy,StoreBest Paneer Regular,/product-icons/generated/dairy-paneer-0484.webp,"dairy,paneer,regular,storebest"
485,dairy-paneer-0485,dairy,StoreBest Paneer Premium,/product-icons/generated/dairy-paneer-0485.webp,"dairy,paneer,premium,storebest"
486,dairy-paneer-0486,dairy,StoreBest Paneer Value,/product-icons/generated/dairy-paneer-0486.webp,"dairy,paneer,value,storebest"
487,dairy-paneer-0487,dairy,GoodLife Paneer 100 g,/product-icons/generated/dairy-paneer-0487.webp,"dairy,paneer,100-g,goodlife"
488,dairy-paneer-0488,dairy,GoodLife Paneer 200 g,/product-icons/generated/dairy-paneer-0488.webp,"dairy,paneer,200-g,goodlife"
489,dairy-paneer-0489,dairy,GoodLife Paneer 250 g,/product-icons/generated/dairy-paneer-0489.webp,"dairy,paneer,250-g,goodlife"
490,dairy-paneer-0490,dairy,GoodLife Paneer 500 g,/product-icons/generated/dairy-paneer-0490.webp,"dairy,paneer,500-g,goodlife"
491,dairy-paneer-0491,dairy,GoodLife Paneer 1 kg,/product-icons/generated/dairy-paneer-0491.webp,"dairy,paneer,1-kg,goodlife"
492,dairy-paneer-0492,dairy,GoodLife Paneer 100 ml,/product-icons/generated/dairy-paneer-0492.webp,"dairy,paneer,100-ml,goodlife"
493,dairy-paneer-0493,dairy,GoodLife Paneer 200 ml,/product-icons/generated/dairy-paneer-0493.webp,"dairy,paneer,200-ml,goodlife"
494,dairy-paneer-0494,dairy,GoodLife Paneer 500 ml,/product-icons/generated/dairy-paneer-0494.webp,"dairy,paneer,500-ml,goodlife"
495,dairy-paneer-0495,dairy,GoodLife Paneer 1 L,/product-icons/generated/dairy-paneer-0495.webp,"dairy,paneer,1-l,goodlife"
496,dairy-paneer-0496,dairy,GoodLife Paneer 2 L,/product-icons/generated/dairy-paneer-0496.webp,"dairy,paneer,2-l,goodlife"
497,dairy-paneer-0497,dairy,GoodLife Paneer Pack of 2,/product-icons/generated/dairy-paneer-0497.webp,"dairy,paneer,pack-of-2,goodlife"
498,dairy-paneer-0498,dairy,GoodLife Paneer Pack of 4,/product-icons/generated/dairy-paneer-0498.webp,"dairy,paneer,pack-of-4,goodlife"
499,dairy-paneer-0499,dairy,GoodLife Paneer Pack of 6,/product-icons/generated/dairy-paneer-0499.webp,"dairy,paneer,pack-of-6,goodlife"
500,dairy-paneer-0500,dairy,GoodLife Paneer Family Pack,/product-icons/generated/dairy-paneer-0500.webp,"dairy,paneer,family-pack,goodlife"
501,dairy-paneer-0501,dairy,GoodLife Paneer Mini,/product-icons/generated/dairy-paneer-0501.webp,"dairy,paneer,mini,goodlife"
502,dairy-paneer-0502,dairy,GoodLife Paneer Regular,/product-icons/generated/dairy-paneer-0502.webp,"dairy,paneer,regular,goodlife"
503,dairy-paneer-0503,dairy,GoodLife Paneer Premium,/product-icons/generated/dairy-paneer-0503.webp,"dairy,paneer,premium,goodlife"
504,dairy-paneer-0504,dairy,GoodLife Paneer Value,/product-icons/generated/dairy-paneer-0504.webp,"dairy,paneer,value,goodlife"
505,dairy-paneer-0505,dairy,CityFresh Paneer 100 g,/product-icons/generated/dairy-paneer-0505.webp,"dairy,paneer,100-g,cityfresh"
506,dairy-paneer-0506,dairy,CityFresh Paneer 200 g,/product-icons/generated/dairy-paneer-0506.webp,"dairy,paneer,200-g,cityfresh"
507,dairy-paneer-0507,dairy,CityFresh Paneer 250 g,/product-icons/generated/dairy-paneer-0507.webp,"dairy,paneer,250-g,cityfresh"
508,dairy-paneer-0508,dairy,CityFresh Paneer 500 g,/product-icons/generated/dairy-paneer-0508.webp,"dairy,paneer,500-g,cityfresh"
509,dairy-paneer-0509,dairy,CityFresh Paneer 1 kg,/product-icons/generated/dairy-paneer-0509.webp,"dairy,paneer,1-kg,cityfresh"
510,dairy-paneer-0510,dairy,CityFresh Paneer 100 ml,/product-icons/generated/dairy-paneer-0510.webp,"dairy,paneer,100-ml,cityfresh"
511,dairy-paneer-0511,dairy,CityFresh Paneer 200 ml,/product-icons/generated/dairy-paneer-0511.webp,"dairy,paneer,200-ml,cityfresh"
512,dairy-paneer-0512,dairy,CityFresh Paneer 500 ml,/product-icons/generated/dairy-paneer-0512.webp,"dairy,paneer,500-ml,cityfresh"
513,dairy-paneer-0513,dairy,CityFresh Paneer 1 L,/product-icons/generated/dairy-paneer-0513.webp,"dairy,paneer,1-l,cityfresh"
514,dairy-paneer-0514,dairy,CityFresh Paneer 2 L,/product-icons/generated/dairy-paneer-0514.webp,"dairy,paneer,2-l,cityfresh"
515,dairy-paneer-0515,dairy,CityFresh Paneer Pack of 2,/product-icons/generated/dairy-paneer-0515.webp,"dairy,paneer,pack-of-2,cityfresh"
516,dairy-paneer-0516,dairy,CityFresh Paneer Pack of 4,/product-icons/generated/dairy-paneer-0516.webp,"dairy,paneer,pack-of-4,cityfresh"
517,dairy-paneer-0517,dairy,CityFresh Paneer Pack of 6,/product-icons/generated/dairy-paneer-0517.webp,"dairy,paneer,pack-of-6,cityfresh"
518,dairy-paneer-0518,dairy,CityFresh Paneer Family Pack,/product-icons/generated/dairy-paneer-0518.webp,"dairy,paneer,family-pack,cityfresh"
519,dairy-paneer-0519,dairy,CityFresh Paneer Mini,/product-icons/generated/dairy-paneer-0519.webp,"dairy,paneer,mini,cityfresh"
520,dairy-paneer-0520,dairy,CityFresh Paneer Regular,/product-icons/generated/dairy-paneer-0520.webp,"dairy,paneer,regular,cityfresh"
521,dairy-paneer-0521,dairy,CityFresh Paneer Premium,/product-icons/generated/dairy-paneer-0521.webp,"dairy,paneer,premium,cityfresh"
522,dairy-paneer-0522,dairy,CityFresh Paneer Value,/product-icons/generated/dairy-paneer-0522.webp,"dairy,paneer,value,cityfresh"
523,dairy-paneer-0523,dairy,Classic Paneer 100 g,/product-icons/generated/dairy-paneer-0523.webp,"dairy,paneer,100-g,classic"
524,dairy-paneer-0524,dairy,Classic Paneer 200 g,/product-icons/generated/dairy-paneer-0524.webp,"dairy,paneer,200-g,classic"
525,dairy-paneer-0525,dairy,Classic Paneer 250 g,/product-icons/generated/dairy-paneer-0525.webp,"dairy,paneer,250-g,classic"
526,dairy-paneer-0526,dairy,Classic Paneer 500 g,/product-icons/generated/dairy-paneer-0526.webp,"dairy,paneer,500-g,classic"
527,dairy-paneer-0527,dairy,Classic Paneer 1 kg,/product-icons/generated/dairy-paneer-0527.webp,"dairy,paneer,1-kg,classic"
528,dairy-paneer-0528,dairy,Classic Paneer 100 ml,/product-icons/generated/dairy-paneer-0528.webp,"dairy,paneer,100-ml,classic"
529,dairy-paneer-0529,dairy,Classic Paneer 200 ml,/product-icons/generated/dairy-paneer-0529.webp,"dairy,paneer,200-ml,classic"
530,dairy-paneer-0530,dairy,Classic Paneer 500 ml,/product-icons/generated/dairy-paneer-0530.webp,"dairy,paneer,500-ml,classic"
531,dairy-paneer-0531,dairy,Classic Paneer 1 L,/product-icons/generated/dairy-paneer-0531.webp,"dairy,paneer,1-l,classic"
532,dairy-paneer-0532,dairy,Classic Paneer 2 L,/product-icons/generated/dairy-paneer-0532.webp,"dairy,paneer,2-l,classic"
533,dairy-paneer-0533,dairy,Classic Paneer Pack of 2,/product-icons/generated/dairy-paneer-0533.webp,"dairy,paneer,pack-of-2,classic"
534,dairy-paneer-0534,dairy,Classic Paneer Pack of 4,/product-icons/generated/dairy-paneer-0534.webp,"dairy,paneer,pack-of-4,classic"
535,dairy-paneer-0535,dairy,Classic Paneer Pack of 6,/product-icons/generated/dairy-paneer-0535.webp,"dairy,paneer,pack-of-6,classic"
536,dairy-paneer-0536,dairy,Classic Paneer Family Pack,/product-icons/generated/dairy-paneer-0536.webp,"dairy,paneer,family-pack,classic"
537,dairy-paneer-0537,dairy,Classic Paneer Mini,/product-icons/generated/dairy-paneer-0537.webp,"dairy,paneer,mini,classic"
538,dairy-paneer-0538,dairy,Classic Paneer Regular,/product-icons/generated/dairy-paneer-0538.webp,"dairy,paneer,regular,classic"
539,dairy-paneer-0539,dairy,Classic Paneer Premium,/product-icons/generated/dairy-paneer-0539.webp,"dairy,paneer,premium,classic"
540,dairy-paneer-0540,dairy,Classic Paneer Value,/product-icons/generated/dairy-paneer-0540.webp,"dairy,paneer,value,classic"
541,dairy-butter-0541,dairy,FreshFarm Butter 100 g,/product-icons/generated/dairy-butter-0541.webp,"dairy,butter,100-g,freshfarm"
542,dairy-butter-0542,dairy,FreshFarm Butter 200 g,/product-icons/generated/dairy-butter-0542.webp,"dairy,butter,200-g,freshfarm"
543,dairy-butter-0543,dairy,FreshFarm Butter 250 g,/product-icons/generated/dairy-butter-0543.webp,"dairy,butter,250-g,freshfarm"
544,dairy-butter-0544,dairy,FreshFarm Butter 500 g,/product-icons/generated/dairy-butter-0544.webp,"dairy,butter,500-g,freshfarm"
545,dairy-butter-0545,dairy,FreshFarm Butter 1 kg,/product-icons/generated/dairy-butter-0545.webp,"dairy,butter,1-kg,freshfarm"
546,dairy-butter-0546,dairy,FreshFarm Butter 100 ml,/product-icons/generated/dairy-butter-0546.webp,"dairy,butter,100-ml,freshfarm"
547,dairy-butter-0547,dairy,FreshFarm Butter 200 ml,/product-icons/generated/dairy-butter-0547.webp,"dairy,butter,200-ml,freshfarm"
548,dairy-butter-0548,dairy,FreshFarm Butter 500 ml,/product-icons/generated/dairy-butter-0548.webp,"dairy,butter,500-ml,freshfarm"
549,dairy-butter-0549,dairy,FreshFarm Butter 1 L,/product-icons/generated/dairy-butter-0549.webp,"dairy,butter,1-l,freshfarm"
550,dairy-butter-0550,dairy,FreshFarm Butter 2 L,/product-icons/generated/dairy-butter-0550.webp,"dairy,butter,2-l,freshfarm"
551,dairy-butter-0551,dairy,FreshFarm Butter Pack of 2,/product-icons/generated/dairy-butter-0551.webp,"dairy,butter,pack-of-2,freshfarm"
552,dairy-butter-0552,dairy,FreshFarm Butter Pack of 4,/product-icons/generated/dairy-butter-0552.webp,"dairy,butter,pack-of-4,freshfarm"
553,dairy-butter-0553,dairy,FreshFarm Butter Pack of 6,/product-icons/generated/dairy-butter-0553.webp,"dairy,butter,pack-of-6,freshfarm"
554,dairy-butter-0554,dairy,FreshFarm Butter Family Pack,/product-icons/generated/dairy-butter-0554.webp,"dairy,butter,family-pack,freshfarm"
555,dairy-butter-0555,dairy,FreshFarm Butter Mini,/product-icons/generated/dairy-butter-0555.webp,"dairy,butter,mini,freshfarm"
556,dairy-butter-0556,dairy,FreshFarm Butter Regular,/product-icons/generated/dairy-butter-0556.webp,"dairy,butter,regular,freshfarm"
557,dairy-butter-0557,dairy,FreshFarm Butter Premium,/product-icons/generated/dairy-butter-0557.webp,"dairy,butter,premium,freshfarm"
558,dairy-butter-0558,dairy,FreshFarm Butter Value,/product-icons/generated/dairy-butter-0558.webp,"dairy,butter,value,freshfarm"
559,dairy-butter-0559,dairy,DailyChoice Butter 100 g,/product-icons/generated/dairy-butter-0559.webp,"dairy,butter,100-g,dailychoice"
560,dairy-butter-0560,dairy,DailyChoice Butter 200 g,/product-icons/generated/dairy-butter-0560.webp,"dairy,butter,200-g,dailychoice"
561,dairy-butter-0561,dairy,DailyChoice Butter 250 g,/product-icons/generated/dairy-butter-0561.webp,"dairy,butter,250-g,dailychoice"
562,dairy-butter-0562,dairy,DailyChoice Butter 500 g,/product-icons/generated/dairy-butter-0562.webp,"dairy,butter,500-g,dailychoice"
563,dairy-butter-0563,dairy,DailyChoice Butter 1 kg,/product-icons/generated/dairy-butter-0563.webp,"dairy,butter,1-kg,dailychoice"
564,dairy-butter-0564,dairy,DailyChoice Butter 100 ml,/product-icons/generated/dairy-butter-0564.webp,"dairy,butter,100-ml,dailychoice"
565,dairy-butter-0565,dairy,DailyChoice Butter 200 ml,/product-icons/generated/dairy-butter-0565.webp,"dairy,butter,200-ml,dailychoice"
566,dairy-butter-0566,dairy,DailyChoice Butter 500 ml,/product-icons/generated/dairy-butter-0566.webp,"dairy,butter,500-ml,dailychoice"
567,dairy-butter-0567,dairy,DailyChoice Butter 1 L,/product-icons/generated/dairy-butter-0567.webp,"dairy,butter,1-l,dailychoice"
568,dairy-butter-0568,dairy,DailyChoice Butter 2 L,/product-icons/generated/dairy-butter-0568.webp,"dairy,butter,2-l,dailychoice"
569,dairy-butter-0569,dairy,DailyChoice Butter Pack of 2,/product-icons/generated/dairy-butter-0569.webp,"dairy,butter,pack-of-2,dailychoice"
570,dairy-butter-0570,dairy,DailyChoice Butter Pack of 4,/product-icons/generated/dairy-butter-0570.webp,"dairy,butter,pack-of-4,dailychoice"
571,dairy-butter-0571,dairy,DailyChoice Butter Pack of 6,/product-icons/generated/dairy-butter-0571.webp,"dairy,butter,pack-of-6,dailychoice"
572,dairy-butter-0572,dairy,DailyChoice Butter Family Pack,/product-icons/generated/dairy-butter-0572.webp,"dairy,butter,family-pack,dailychoice"
573,dairy-butter-0573,dairy,DailyChoice Butter Mini,/product-icons/generated/dairy-butter-0573.webp,"dairy,butter,mini,dailychoice"
574,dairy-butter-0574,dairy,DailyChoice Butter Regular,/product-icons/generated/dairy-butter-0574.webp,"dairy,butter,regular,dailychoice"
575,dairy-butter-0575,dairy,DailyChoice Butter Premium,/product-icons/generated/dairy-butter-0575.webp,"dairy,butter,premium,dailychoice"
576,dairy-butter-0576,dairy,DailyChoice Butter Value,/product-icons/generated/dairy-butter-0576.webp,"dairy,butter,value,dailychoice"
577,dairy-butter-0577,dairy,QuickMart Butter 100 g,/product-icons/generated/dairy-butter-0577.webp,"dairy,butter,100-g,quickmart"
578,dairy-butter-0578,dairy,QuickMart Butter 200 g,/product-icons/generated/dairy-butter-0578.webp,"dairy,butter,200-g,quickmart"
579,dairy-butter-0579,dairy,QuickMart Butter 250 g,/product-icons/generated/dairy-butter-0579.webp,"dairy,butter,250-g,quickmart"
580,dairy-butter-0580,dairy,QuickMart Butter 500 g,/product-icons/generated/dairy-butter-0580.webp,"dairy,butter,500-g,quickmart"
581,dairy-butter-0581,dairy,QuickMart Butter 1 kg,/product-icons/generated/dairy-butter-0581.webp,"dairy,butter,1-kg,quickmart"
582,dairy-butter-0582,dairy,QuickMart Butter 100 ml,/product-icons/generated/dairy-butter-0582.webp,"dairy,butter,100-ml,quickmart"
583,dairy-butter-0583,dairy,QuickMart Butter 200 ml,/product-icons/generated/dairy-butter-0583.webp,"dairy,butter,200-ml,quickmart"
584,dairy-butter-0584,dairy,QuickMart Butter 500 ml,/product-icons/generated/dairy-butter-0584.webp,"dairy,butter,500-ml,quickmart"
